# Gboard Dictionary version:2
# Gboard Dictionary format:shortcut	word	language_tag	pos_tag
jxj	giặc		
lf0	lươn		
clX	cõi		
Toz	then		
NoS	ngó		
tvr	tỉa		
sz0	sưa		
NXJ	ngoặt		
tlF	tòi		
gSj	gạc		
gpf	gào		
fgs	phách		
WPj	nghẹt		
zCF	oà		
kH5	kỵ		
C2S	chớp		
TUz	thêu		
rqs	rát		
Cqs	chát		
Rdz	trơ		
nzF	nòng		
gHJ	gọt		
bgS	biếng		
fGz	phai		
hcj	hệt		
hK0	hun		
bCj	bịch		
hg1	húc		
ctF	cồng		
vaj	vạ		
dlf	điềm		
zvz	ia		
REj	trệ		
m7r	mẩn		
r0Z	rô		
vkx	vãn		
Dis	dí		
zdz	ơ		
Npz	ngao		
RKr	trảng		
zVs	ếch		
nqj	nạt		
gKf	gàng		
RoZ	tro		
HCs	nhích		
ruz	ru		
fez	phe		
mg1	múc		
sp3	sưởi		
hkx	hãn		
rtX	rỗng		
dBj	đậy		
tkr	tản		
TH0	thy		
D0j	dặm		
xl1	xuyến		
x8Z	xoang		
cpj	cạo		
HnS	nhóc		
nir	nỉ		
cW5	cược		
Nhr	ngổn		
vQF	vòm		
sKr	sảng		
hl0	huyên		
C2f	chằng		
q15	quyện		
rWx	rãnh		
bKZ	bin		
DdZ	diên		
cKz	cang		
rhs	rốn		
gTs	gáy		
RHJ	trọt		
KmZ	khinh		
vdz	vơ		
lU0	lư		
kgR	kiểng		
sC0	suôn		
rt5	rượt		
tH5	tỵ		
bSZ	bon		
xjS	xiết		
fmF	phình		
mDJ	mịt		
CW1	chước		
NoJ	ngọ		
sir	sỉ		
r0f	rằm		
czF	còng		
ter	tẻ		
Css	chướng		
xk2	xùm		
Dlz	diêm		
xhj	xộn		
Ngs	ngách		
nDj	nậm		
c0f	cằm		
tds	tớ		
xKR	xỉn		
rSZ	ron		
HDj	nhậm		
NxF	ngời		
g2z	găng		
dNj	đực		
qBj	quậy		
m5s	mấu		
tDS	tít		
z01	yếm		
l2J	lợp		
NsX	ngoãn		
sdx	sỡ		
ToR	thỏ		
Hv1	nhúng		
WdF	nghiền		
Nkz	ngan		
DSZ	don		
CGf	chài		
tnz	tưng		
bg5	bục		
DkF	dìu		
Hzz	nhôm		
r0F	rồ		
h4s	hắt		
Hir	nhỉ		
Wes	nghé		
hdf	hờ		
hEx	hễ		
Dz1	dứa		
txZ	tơi		
RqX	trỗi		
mtF	mồng		
KTz	khay		
Dk5	dụm		
kof	kèn		
bmR	bỉnh		
riz	ri		
vz5	vựa		
ts5	tuột		
sK5	sụn		
xEj	xệ		
sxj	sặc		
mJj	mẹo		
TEj	thệ		
soF	sò		
Rv4	trũng		
K81	khuấy		
sps	sáo		
qPj	quẹt		
htR	hổng		
nv0	nung		
NlS	ngói		
C3s	chắp		
hWx	hãnh		
sv2	sùng		
mgs	mách		
rjS	riết		
RdF	triền		
Nj3	ngủi		
lkZ	liu		
xDS	xít		
mt5	mượt		
DRJ	dột		
qis	quí		
Nps	ngáo		
c2r	cẳng		
Nv2	ngùng		
hxs	hắc		
mds	mớ		
K2z	khăng		
lax	lã		
sxR	sởi		
lQz	lim		
KQS	khóm		
dzZ	đong		
CWr	chảnh		
bEj	bệ		
sR3	sửu		
xuf	xù		
KPs	khét		
h1f	hằn		
rGz	rai		
Czz	chôm		
n6s	nấc		
mef	mè		
vnj	vựng		
vGx	vãi		
D5j	dậu		
gtF	gồng		
D0z	dăm		
DGx	dãi		
Nms	ngút		
Nuz	ngu		
gsj	gượng		
bBj	bậy		
vs1	vuốt		
zqR	ổi		
hjj	hạm		
Ng5	ngục		
Rcj	trệt		
zsS	oán		
c1j	cặn		
roz	ren		
D7s	dấn		
voF	vò		
HDz	nhâm		
DBs	dấy		
g3s	gắp		
v1j	vặn		
rUz	rêu		
tk1	túm		
gxR	gởi		
rJz	reo		
bGz	bai		
TEz	thê		
rdz	rơ		
Cjf	chàm		
sg5	sục		
dkr	đản		
czX	cõng		
vz4	vữa		
ngs	nách		
H1f	nhằn		
bxF	bời		
rWf	rành		
hfS	hốc		
lms	lút		
vBf	vầy		
cTS	cốp		
T0r	thẳm		
rv2	rùng		
Cpz	chao		
TPs	thét		
foz	phen		
khJ	kiệu		
DxZ	dơi		
cD1	cuốc		
lBf	lầy		
Hjz	nham		
v3J	vợt		
sks	sán		
mj1	múi		
kos	kén		
bnz	bưng		
Tnf	thừng		
hrZ	hoai		
vxZ	vơi		
RBf	trầy		
vTr	vảy		
Nkj	ngạn		
sas	sá		
lYz	lem		
myz	mênh		
tr2	tuồng		
j2z	giăng		
gpS	gớm		
jDs	giấm		
rKs	ráng		
DQR	dỏm		
dv2	đùng		
Tks	thán		
cR2	cừu		
t1s	tắn		
HT5	nhựt		
m5r	mẩu		
mzf	mồm		
hux	hũ		
sj2	sùi		
ftZ	phông		
h1F	hờn		
Hh2	nhuần		
rmF	rình		
tax	tã		
zRS	ốt		
dPF	đoòng		
qGz	quai		
spr	sảo		
vSZ	von		
tWz	tanh		
lvf	lìa		
KY0	khuynh		
vv5	vụng		
TrZ	thoai		
bhj	bộn		
rEz	rê		
bQr	bỉm		
dex	đẽ		
TKF	thìn		
mSZ	mon		
Hoj	nhẹn		
Hrj	nhện		
n1s	nắn		
lbj	lượm		
lJr	lẻo		
vcj	vệt		
btf	bàu		
Nl2	nguyền		
NlF	ngòi		
DDx	dẫm		
mt1	mướt		
sjj	sạm		
dhj	độn		
jex	giẽ		
r5f	rầu		
rD1	ruốc		
RnS	tróc		
h8x	hẫng		
Hsx	nhưỡng		
Nm0	nguôi		
t7r	tẩn		
CKz	chang		
dzs	đốm		
gHj	gập		
CKR	chỉn		
xKJ	xịn		
xLS	xoắn		
nQZ	nom		
SSj	sạc		
tTf	tày		
H1F	nhờn		
KLS	khoắn		
bvj	bịa		
v8z	vâng		
NHS	ngót		
dms	đút		
mdS	miến		
tMs	tép		
kyf	kềnh		
zlZ	oi		
NN3	ngửi		
zqs	át		
bH0	by		
jdr	giở		
CqJ	chội		
nqZ	nôi		
C7f	chần		
Ras	trá		
dcS	điếc		
q2j	quặng		
Der	dẻ		
C1Z	chơn		
jBf	giầy		
bs1	buốt		
hj5	hụi		
dqX	đỗi		
H8S	nhoáng		
lK2	lùn		
lDx	lẫm		
vqj	vạt		
sTr	sảy		
hSj	hạc		
czj	cộm		
r1J	rợn		
lyz	lênh		
g0z	găm		
f3S	phớt		
TK0	thun		
TlR	thỏi		
joZ	gio		
b52	buồm		
sar	sả		
cNS	cóp		
N2J	ngợp		
cfj	cạp		
zH3	ỷ		
H3S	nhớt		
hQF	hòm		
h0z	hăm		
lQX	lõm		
bdx	bỡ		
hqR	hổi		
rDj	rậm		
lps	láo		
vSR	vỏn		
htf	hàu		
TnS	thóc		
bMj	bẹp		
T3S	thớt		
hxJ	hợi		
Rds	trớ		
rDz	râm		
xlz	xiêm		
c1f	cằn		
glR	gỏi		
hk2	hùm		
ClS	chói		
xlS	xói		
slS	sói		
rhz	rôn		
HJz	nheo		
Wvz	nghia		
bHs	bấp		
KEs	khế		
skZ	siu		
n1j	nặn		
lNs	lức		
dQS	đóm		
c0z	căm		
zl3	uyển		
CtZ	chông		
cDz	câm		
ly0	lăk		
vnf	vừng		
qKf	quàng		
nn1	núp		
dCS	đoá		
hJs	héo		
z3s	ắp		
lRS	lốt		
vds	vớ		
Hms	nhút		
HqS	nhối		
RJr	trẻo		
Th1	thuấn		
TzZ	thong		
zix	ĩ		
hzF	hòng		
vos	vén		
nzZ	nong		
tRJ	tột		
RnJ	trọc		
HSs	nhác		
bdj	bợ		
b7f	bần		
jiz	gi		
R1J	trợn		
hSZ	hon		
hxR	hởi		
bc2	bùa		
bBr	bẩy		
v7f	vần		
gTJ	gộp		
hxF	hời		
DqX	dỗi		
HG5	nhuệ		
Nsj	ngượng		
vmj	vụt		
bDS	bít		
Hdx	nhỡ		
Hps	nháo		
s0J	sộ		
mCs	mích		
Doz	den		
lQj	lịm		
l0z	lăm		
rv1	rúng		
Wef	nghè		
zif	ì		
nKS	nín		
fv0	phung		
tpf	tào		
lr1	luống		
snx	sững		
tEx	tễ		
CqR	chổi		
dQZ	đom		
nas	ná		
D2r	dẳng		
b0Z	bô		
NfS	ngốc		
bBf	bầy		
TQR	thỏm		
lgj	lạch		
hof	hèn		
jir	gỉ		
HHs	nhấp		
lBj	lậy		
vyz	vênh		
KJS	khoét		
jk2	giùm		
mpf	mào		
cms	cút		
mlZ	moi		
tC2	tuồn		
t1J	tợn		
N7r	ngẩn		
mij	mị		
Dux	dũ		
mpx	mão		
hez	he		
TmZ	thinh		
R5f	trầu		
HQX	nhõm		
R0F	trồ		
jtF	giồng		
sc3	sủa		
f9s	phất		
C5f	chầu		
rbf	rườm		
cz1	cứa		
nkZ	niu		
CU2	chừ		
NR0	ngưu		
sJz	seo		
Hux	nhũ		
ndx	nỡ		
jzS	gióng		
moS	mó		
vKZ	vin		
fhf	phồn		
sl4	suyễn		
mkZ	miu		
zjr	ảm		
cp4	cưỡi		
tef	tè		
C8F	choàng		
bhr	bổn		
daj	đạ		
hQ5	huyệt		
Dj2	dùi		
Rps	tráo		
vKx	vãng		
vvs	vía		
zqS	ối		
H6s	nhấc		
t0f	tằm		
lMs	lép		
bQz	bim		
CWj	chạnh		
zTS	ốp		
nJr	nẻo		
b0j	bặm		
bbs	bướm		
ndz	nơ		
N3S	ngớt		
xDr	xẩm		
RkX	trĩu		
scj	sệt		
hH3	hỷ		
gpz	gao		
HBf	nhầy		
tc0	tua		
gaj	gạ		
xj0	xui		
xos	xén		
nzz	nôm		
mEx	mễ		
CgZ	chiêng		
n5j	nậu		
vDS	vít		
cTj	cạy		
bWf	bành		
RSs	trác		
Dsj	dượng		
NpJ	ngợm		
NBj	ngậy		
xbF	xoè		
s7f	sần		
TGS	thiếp		
fQs	phím		
HPj	nhẹt		
h1S	hớn		
npz	nao		
dFs	đéc		
HoJ	nhọ		
snr	sửng		
Gej	ghẹ		
lzS	lóng		
d8s	đấng		
nXj	nệm		
jxF	giời		
Rss	trướng		
vJj	vẹo		
tJf	tèo		
xdr	xở		
Wos	nghén		
D4j	dặt		
mix	mĩ		
WmX	nghĩnh		
zJs	éo		
blS	bói		
rtZ	rông		
hMS	hoóc		
CDS	chít		
hmR	hỉnh		
h3S	hớt		
TJj	thẹo		
H0Z	nhô		
zGr	ải		
sGr	sải		
ftJ	phộng		
KDS	khít		
pvz	pia		
l2r	lẳng		
lar	lả		
jGx	giãi		
bc3	bủa		
CgF	chiềng		
hQS	hóm		
Cj2	chùi		
dk2	đùm		
TlZ	thoi		
hrs	hến		
mz3	mửa		
WUz	nghêu		
ClZ	choi		
bf0	bươn		
zQZ	om		
mms	mút		
dtR	đổng		
d1F	đờn		
llR	lỏi		
hRJ	hột		
HTs	nháy		
lJf	lèo		
Kdz	khơ		
koz	ken		
Rj5	trụi		
zc2	ùa		
lqF	lồi		
td1	tuất		
vtF	vồng		
hbF	hoè		
vms	vút		
bar	bả		
TBJ	thoạt		
lor	lẻn		
lSs	lác		
zos	én		
zzS	óng		
vEs	vế		
sDx	sẫm		
Tvs	thía		
t6s	tấc		
mzJ	mọng		
Rjz	tram		
bWr	bảnh		
tEf	tề		
dTz	đay		
dqs	đát		
NTs	ngáy		
sus	sú		
mpz	mao		
Tv1	thúng		
Chf	chồn		
vdF	viền		
vPj	vẹt		
lzX	lõng		
xxS	xới		
gDs	gấm		
Cds	chớ		
tzZ	tong		
Dqs	dát		
tif	tì		
lC2	luồn		
kJf	kèo		
xsZ	xoan		
mq1	mướp		
moZ	mo		
czs	cốm		
tH2	tỳ		
Kh0	khuân		
l8Z	loang		
xhZ	xiêu		
x4s	xắt		
Kex	khẽ		
fof	phèn		
NrZ	ngoai		
TkZ	thiu		
R0s	trắm		
xdZ	xiên		
vHS	vót		
ref	rè		
KmR	khỉnh		
CBz	chây		
rmj	rụt		
vjf	vàm		
fcs	phết		
Hjr	nhảm		
jDx	giẫm		
fdJ	phiện		
xLZ	xoăn		
nHs	nấp		
czJ	cọng		
DjS	diết		
q7x	quẫn		
KgZ	khiêng		
ckf	càn		
hHS	hót		
zir	ỉ		
nNj	nực		
tbz	tươm		
gks	gán		
cz5	cựa		
xJf	xèo		
HVs	nhếch		
Har	nhả		
fpf	phào		
Kdf	khờ		
rDS	rít		
NSs	ngác		
nGf	nài		
Cs1	chuốt		
Tmj	thụt		
cr0	cuông		
rzz	rôm		
CTf	chày		
sjf	sàm		
Hpx	nhão		
trS	toái		
zk0	um		
p0Z	pô		
nH0	ny		
m0X	mỗ		
dpF	đờm		
jux	giũ		
bdr	bở		
lDs	lấm		
CK0	chun		
lc2	lùa		
t5j	tậu		
Kts	kháu		
m5f	mầu		
d7f	đần		
Kv2	khùng		
cxZ	cơi		
h40	hươu		
snJ	sọc		
z0x	ẵm		
rm3	ruổi		
hG0	huê		
ToF	thò		
lCF	loà		
sr0	suông		
pkz	pan		
HCF	nhoà		
dts	đáu		
bof	bèn		
HlS	nhói		
r0z	răm		
zrR	oải		
NDr	ngẩm		
mNS	móp		
d5r	đẩu		
RzF	tròng		
CVj	chệch		
CSj	chạc		
srs	sến		
qKs	quáng		
nGr	nải		
rYf	rèm		
c9j	cật		
zU2	ừ		
f2z	phăng		
j1X	giỡn		
Cv2	chùng		
mar	mả		
l0S	lố		
bUz	bêu		
vir	vỉ		
lTj	lạy		
KbS	khoé		
HU2	nhừ		
cR4	cữu		
hv1	húng		
CC2	chuồn		
l4j	lặt		
WdS	nghiến		
Rb5	truỵ		
lKZ	lin		
tjJ	tiệt		
tPs	tét		
qxS	quới		
jls	giếm		
Ddz	dơ		
DmX	dĩnh		
fKF	phìn		
H3J	nhợt		
lr0	luông		
zK0	un		
WEz	nghê		
HK1	nhún		
bRS	bốt		
mKx	mãng		
NtZ	ngông		
llJ	lọi		
Dm4	duỗi		
Nsr	ngưởng		
Kjz	kham		
hbZ	hoe		
Dvx	dĩa		
srS	soái		
gCS	goá		
bcj	bệt		
TWr	thảnh		
ztR	ổng		
sz1	sứa		
tSZ	ton		
KoF	khò		
hJr	hẻo		
d0f	đằm		
THS	thót		
mus	mú		
rBr	rẩy		
vkS	víu		
xqS	xối		
tbS	toé		
rz1	rứa		
NGr	ngải		
DQf	dìm		
rhZ	riêu		
TxZ	thơi		
Nds	ngớ		
kH0	ky		
vTj	vạy		
has	há		
tvs	tía		
fj0	phui		
lGf	lài		
mMS	moóc		
Ttz	thau		
ncs	nết		
ddf	đờ		
l8z	lâng		
xPZ	xoong		
tC0	tuôn		
DDs	dấm		
hQz	him		
sur	sủ		
rkz	ran		
n3S	nớt		
tNS	tóp		
gWf	gành		
bss	bướng		
lxj	lặc		
cj0	cui		
byf	bềnh		
mjS	miết		
lJx	lẽo		
nts	náu		
guf	gù		
cKs	cáng		
bWz	banh		
rar	rả		
qcj	quệt		
Npj	ngạo		
C0f	chằm		
qEj	quệ		
hus	hú		
CNj	chực		
hkZ	hiu		
rez	re		
KdZ	khiên		
nnJ	nọc		
bhz	bôn		
bcs	bết		
rus	rú		
bPs	bét		
mBr	mẩy		
lBS	loát		
Cvx	chĩa		
Has	nhá		
lgS	liếng		
sHs	sấp		
rmZ	rinh		
hUS	hoắc		
z4s	ắt		
vBr	vẩy		
K9s	khất		
n8s	nấng		
nGs	nái		
HDr	nhẩm		
lKr	lảng		
sKZ	sin		
cU4	cữ		
rg5	rục		
rvf	rìa		
H2z	nhăng		
lcS	liếc		
Drf	dền		
nk1	núm		
kJr	kẻo		
xj1	xúi		
mqj	mạt		
cR0	cưu		
KM3	khuỷu		
bj1	búi		
hCs	hích		
buz	bu		
CvS	chíp		
Hfs	nháp		
kmR	kỉnh		
dUr	đểu		
CzZ	chong		
CDJ	chịt		
v1f	vằn		
sDs	sấm		
Hhr	nhổn		
Hoz	nhen		
lU2	lừ		
HmR	nhỉnh		
CkZ	chiu		
xnS	xóc		
rc3	rủa		
nzj	nộm		
fRS	phốt		
Nqs	ngát		
hFs	héc		
dWz	đanh		
mvz	mia		
v0F	vồ		
DRS	dốt		
dXf	đềm		
sBr	sẩy		
lv5	lụng		
ner	nẻ		
gWz	ganh		
CDf	chầm		
npZ	nơm		
mHJ	mọt		
zuj	ụ		
rgF	riềng		
nmJ	nịnh		
HJx	nhẽo		
DqZ	dôi		
Cz2	chừa		
tk2	tùm		
NnS	ngóc		
mK1	mún		
xoR	xỏ		
vqs	vát		
v7r	vẩn		
T2j	thặng		
hjs	hám		
gGf	gài		
llZ	loi		
Csr	chưởng		
HGj	nhại		
mm5	muội		
raj	rạ		
hds	hớ		
xJr	xẻo		
nlF	nòi		
lh3	luẩn		
lkS	líu		
xH0	xy		
mKs	máng		
tBs	tấy		
HWr	nhảnh		
g0R	gổ		
cj5	cụi		
z2s	ắng		
REz	trê		
rpS	rớm		
hzS	hóng		
zus	ú		
RoR	trỏ		
nMs	nép		
lj5	lụi		
cj2	cùi		
rT1	rứt		
phz	pôn		
dvr	đỉa		
z0S	ố		
d7j	đận		
C8J	choạng		
Nhs	ngốn		
drS	đoái		
Dlj	diệm		
mrf	mền		
h3J	hợt		
sgZ	siêng		
tWs	tánh		
HDs	nhấm		
doJ	đọ		
rz5	rựa		
GJj	ghẹo		
dyz	đênh		
sT1	sứt		
nDS	nít		
gBx	gẫy		
cqX	cỗi		
bkJ	bịu		
l9Z	loanh		
mWs	mánh		
lmR	lỉnh		
KU0	khư		
rcs	rết		
DEs	dế		
x5z	xâu		
nz1	nứa		
Hex	nhẽ		
DcJ	diệc		
dSs	đác		
c3J	cợt		
HQs	nhím		
trJ	toại		
b4j	bặt		
clR	cỏi		
xk1	xúm		
smS	sính		
mlS	mói		
dK2	đùn		
Ruz	tru		
dTf	đày		
xJ1	xuýt		
TNS	thóp		
vJz	veo		
Dk1	dúm		
c0j	cặm		
lH2	lỳ		
jer	giẻ		
Tir	thỉ		
rCj	rịch		
fKZ	phin		
mUs	mếu		
lU5	lự		
T0S	thố		
s0z	săm		
Kjr	khảm		
pdz	pơ		
Ger	ghẻ		
hir	hỉ		
C2J	chợp		
TTr	thảy		
qxj	quặc		
ng1	núc		
vSj	vạc		
Tj0	thui		
TXS	thoắt		
NtX	ngỗng		
n2S	nớp		
m1f	mằn		
Tl3	thuyển		
rlJ	rọi		
RkF	trìu		
T7x	thẫn		
g2j	gặng		
K0z	khăm		
jWz	gianh		
gr2	guồng		
bls	biếm		
Hg1	nhúc		
K7s	khấn		
h7s	hấn		
Toj	thẹn		
q8f	quầng		
luf	lù		
bHj	bập		
zxs	ắc		
l8J	loạng		
Tpf	thào		
NoF	ngò		
thF	tiều		
fQZ	phom		
mH5	mỵ		
Ck0	chum		
gms	gút		
xJs	xéo		
zz1	ứa		
tD5	tuộc		
RSj	trạc		
fK2	phùn		
fKf	phàng		
rn1	rúp		
NlZ	ngoi		
Cer	chẻ		
HHJ	nhọt		
zmZ	inh		
his	hí		
jhX	giễu		
rSj	rạc		
mCj	mịch		
lcs	lết		
c0F	cồ		
nTs	náy		
ztz	au		
dbj	đượm		
rBf	rầy		
fjf	phàm		
hnr	hửng		
N5f	ngầu		
nMj	nẹp		
fux	phũ		
huf	hù		
q1j	quặn		
nks	nán		
rTJ	rộp		
zdj	ợ		
hnx	hững		
tWf	tành		
m7z	mân		
xHj	xập		
zuf	ù		
RqF	trồi		
Rvj	trịa		
NK2	ngùn		
kvf	kìa		
xdR	xiển		
hrz	hên		
sDj	sậm		
muj	mụ		
g0j	gặm		
Dar	dả		
Nmj	ngụt		
mj0	mui		
btS	bống		
DBf	dầy		
Cbf	chườm		
sxS	sới		
N8r	ngẩng		
zTs	áy		
dmX	đĩnh		
lj3	lủi		
zoz	en		
jD5	giuộc		
rdj	rợ		
lej	lẹ		
hej	hẹ		
gfs	gáp		
fjJ	phiệt		
NW1	ngước		
CQF	chòm		
puf	pù		
kmF	kình		
Kkf	khàn		
ng5	nục		
m0S	mố		
RR2	trừu		
mvr	mỉa		
gar	gả		
cNJ	cọp		
N7s	ngấn		
nTx	nãy		
hKs	háng		
tHS	tót		
cfJ	cộc		
C1x	chẵn		
bZZ	beng		
vKJ	vịn		
fb0	phuy		
cC2	cuồn		
tfs	táp		
HT1	nhứt		
mhX	miễu		
l4s	lắt		
KYz	khem		
cjj	cạm		
hK2	hùn		
l1f	lằn		
CK2	chùn		
boj	bẹn		
xn5	xụp		
mEf	mề		
nc0	nua		
hg5	hục		
dJx	đẽo		
Thr	thổn		
hNj	hực		
nr0	nuông		
nuz	nu		
smF	sình		
HG1	nhuế		
xYs	xém		
CJz	cheo		
vgZ	viêng		
DhZ	diêu		
h4Z	hoen		
bej	bẹ		
NBs	ngấy		
mes	mé		
xfJ	xộc		
rp5	rượi		
hnf	hừng		
xG3	xuể		
TmF	thình		
g0F	gồ		
xZR	xẻng		
cK1	cún		
Rjs	trám		
Tt1	thướt		
zrS	oái		
vWs	vánh		
tvS	típ		
sH0	sy		
rp0	rươi		
n41	nướu		
m1Z	mơn		
mQS	móm		
CGx	chãi		
t0J	tộ		
Tds	thớ		
Hkj	nhạn		
NGz	ngai		
C5s	chấu		
hif	hì		
r2J	rợp		
HHS	nhót		
kez	ke		
CqF	chồi		
vMJ	voọc		
zr3	uổng		
fls	phiếm		
fJf	phèo		
drF	đoài		
gGx	gãi		
zG1	uế		
KDs	khấm		
hfJ	hộc		
xoZ	xo		
mTr	mảy		
g6s	gấc		
zH2	ỳ		
llF	lòi		
xCF	xoà		
t3s	tắp		
vtZ	vông		
Rzz	trôm		
nKZ	nin		
hEz	hê		
bSF	bòn		
H1x	nhẵn		
Cz3	chửa		
dW1	đước		
Kj0	khui		
CxS	chới		
vJf	vèo		
TkR	thỉu		
tez	te		
srz	sên		
HQF	nhòm		
dvf	đìa		
Djz	dam		
fCs	phích		
ddz	đơ		
bdF	biền		
bex	bẽ		
zoS	ó		
hpj	hạo		
CpS	chớm		
vSS	vón		
rlS	rói		
dD1	đuốc		
htz	hau		
DoS	dó		
Tj3	thủi		
H2f	nhằng		
zgj	ạch		
bmj	bụt		
tR3	tửu		
Daf	dà		
zh3	uẩn		
t5S	toác		
qV5	quỵt		
fdf	phờ		
bzJ	bọng		
zG3	uể		
rTs	ráy		
dn1	đúp		
Dj1	dúi		
DkS	díu		
vuf	vù		
Kef	khè		
CnS	chóc		
bJz	beo		
ts1	tuốt		
hc2	hùa		
Nk5	ngụm		
TTf	thày		
ln5	lụp		
CmF	chình		
srF	soài		
rrz	rên		
bvJ	bịp		
bPZ	boong		
rkF	rìu		
Hkr	nhản		
CNS	chóp		
cBf	cầy		
Hpj	nhạo		
KlZ	khoi		
jc4	giũa		
tkX	tĩu		
Htf	nhàu		
Wlx	nghiễm		
nys	nếnh		
nv2	nùng		
mHS	mót		
CRJ	chột		
v1s	vắn		
mQR	mỏm		
bc0	bua		
zYs	ém		
rp1	rưới		
bKs	báng		
xRS	xốt		
rpR	rởm		
nbf	nườm		
ngF	niềng		
WDJ	nghịt		
rpr	rảo		
lH5	lỵ		
bkF	bìu		
vU2	vừ		
Rh0	truân		
qBr	quẩy		
nq5	nượp		
DPj	dẹt		
s2s	sắng		
r0X	rỗ		
r7f	rần		
v8f	vầng		
lEr	lể		
gdf	gờ		
dr0	đuông		
DHs	dấp		
tJ1	tuýt		
TYz	them		
TDx	thẫm		
qJj	quẹo		
TDS	thít		
l0R	lổ		
z33	yểu		
loS	ló		
lkx	lãn		
KrR	khoải		
l8S	loáng		
kDJ	kịt		
bpF	bờm		
xBr	xẩy		
xMj	xẹp		
KHj	khập		
q1f	quằn		
m7f	mần		
lCS	loá		
HlZ	nhoi		
DGS	diếp		
t1z	tăn		
kdR	kiển		
r2j	rặng		
q25	quyệt		
sjs	sám		
saj	sạ		
j0j	giặm		
b2x	bẵng		
sj3	sủi		
mtS	mống		
CU3	chử		
t5f	tầu		
t1f	tằn		
qWs	quánh		
HtJ	nhộng		
nEz	nê		
dsR	đoản		
z2z	ăng		
tUs	tếu		
mm2	muồi		
vGs	vái		
Rqs	trát		
b5s	bấu		
lxZ	lơi		
l2x	lẵng		
hgs	hách		
Hdz	nhơ		
lls	liếm		
t9Z	toanh		
Hhs	nhốn		
NCZ	ngoa		
rlF	ròi		
bcS	biếc		
zc1	úa		
tp3	tưởi		
xoS	xó		
znr	ửng		
lpJ	lợm		
lyf	lềnh		
tEr	tể		
Np0	ngươi		
z03	yểm		
rif	rì		
nDf	nầm		
gDx	gẫm		
cpr	cảo		
sHJ	sọt		
Hjs	nhám		
n2f	nằng		
gps	gáo		
Csf	chường		
z1S	ớn		
HKx	nhãng		
lv3	lủng		
tn1	túp		
ns5	nuột		
xfS	xốc		
Tyz	thênh		
KgX	khiễng		
dls	điếm		
d2x	đẵng		
Ch0	chuân		
bK0	bun		
hj0	hui		
hlS	hói		
CTJ	chộp		
Cdz	chơ		
poZ	po		
lbF	loè		
hc0	hua		
gtf	gàu		
H51	nhuốm		
HrF	nhoài		
K91	khuếch		
q4s	quắt		
fKr	phảng		
lb0	luy		
hn1	húp		
cm5	cuội		
bDx	bẫm		
D9j	dật		
H1j	nhặn		
ppz	pao		
xKs	xáng		
KW1	khước		
dCJ	đoạ		
b0f	bằm		
Tc3	thủa		
qGj	quại		
lmF	lình		
hG2	huề		
vsZ	voan		
WmZ	nghinh		
voS	vó		
pTz	pay		
HbF	nhoè		
D2f	dằng		
bmX	bĩnh		
R5s	trấu		
nnj	nựng		
Dtz	dau		
nef	nè		
vGj	vại		
zds	ớ		
nhZ	niêu		
ldj	lợ		
lUz	lêu		
rQz	rim		
rjz	ram		
zLF	oằn		
lWZ	loăng		
Dkx	dãn		
tpR	tởm		
nWz	nanh		
dpZ	đơm		
bv1	búng		
hfj	hạp		
GYs	ghém		
Nfs	ngáp		
jTx	giãy		
lTs	láy		
nzf	nồm		
lkj	lạn		
HYz	nhem		
HGf	nhài		
Czf	chồm		
buj	bụ		
xMs	xép		
zVZ	oăm		
gpF	gờm		
REf	trề		
mps	máo		
C1F	chờn		
R1f	trằn		
lj4	lũi		
llf	liềm		
lGr	lải		
KSj	khạc		
gfJ	gộc		
CHJ	chọt		
NzJ	ngọng		
Kc0	khua		
xQZ	xom		
rvz	ria		
NQF	ngòm		
N9R	ngoảnh		
NUJ	ngoặc		
nPj	nẹt		
sKF	sìn		
CD1	chuốc		
t8Z	toang		
sc0	sua		
Wvs	nghía		
lDr	lẩm		
RCj	trịch		
q3s	quắp		
Dt5	dượt		
ttz	tau		
GEf	ghề		
sv3	sủng		
Dc0	dua		
tWj	tạnh		
sNj	sực		
bU5	bự		
tkS	tíu		
cQF	còm		
cgj	cạch		
mK0	mun		
tc3	tủa		
lT1	lứt		
kgF	kiềng		
gj2	gùi		
sEf	sề		
fHj	phập		
mK2	mùn		
lCX	loã		
gD1	guốc		
fv1	phúng		
hj3	hủi		
hxX	hỡi		
CSs	chác		
piz	pi		
paf	pà		
mQX	mõm		
Hef	nhè		
mk4	mũm		
mQx	mĩm		
lPj	lẹt		
bQX	bõm		
tG1	tuế		
kes	ké		
joz	gien		
qWj	quạnh		
hSs	hác		
TcS	thiếc		
rkZ	riu		
nz0	nưa		
TKr	thảng		
nsX	noãn		
b8z	bâng		
ssS	soán		
nCj	nịch		
HoS	nhó		
T1z	thăn		
nv4	nũng		
jc5	giụa		
mPZ	moong		
KUz	khêu		
kVs	kếch		
DlF	dòi		
HK4	nhũn		
vor	vẻn		
HU4	nhữ		
c54	cuỗm		
Cnr	chửng		
N0z	ngăm		
bCZ	boa		
zf0	ươn		
mpS	mớm		
qdz	quơ		
jsz	giương		
xzr	xổm		
lQf	lìm		
lof	lèn		
dgS	điếng		
fds	phớ		
g5x	gẫu		
fir	phỉ		
N0R	ngổ		
lbS	loé		
